id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
519,519,27,30,21,3,76.537,seconds,No,Technical violation
520,520,5,4,19,1,5084.437,seconds,No,-
521,521,15,90,9,1,3.504,points,No,Withdrew - injury
522,522,19,41,12,1,6.601,points,No,First from country
523,523,14,187,15,1,576.92,points,No,-
524,524,20,214,12,1,469.438,seconds,No,Final Appearance
525,525,20,31,17,1,103.807,seconds,No,National Record
526,526,12,32,4,1,286.093,points,No,National Record
527,527,36,7,10,1,270.35,seconds,No,Comeback after injury
528,528,8,30,12,1,180.436,seconds,No,Equipment issue
529,529,18,215,1,1,7.27,ippon,No,-
530,530,24,78,7,3,223.15,points,No,Oldest medalist
531,531,25,46,7,1,0.216,goals,No,Weather-affected
532,532,9,216,27,1,6.224,touches,No,-
533,533,30,207,10,1,144.296,seconds,No,Season Best
534,534,18,142,23,1,11.985,points,No,Technical violation
535,535,31,217,8,3,108.209,seconds,No,Technical violation
536,536,27,76,28,1,8.52,goals,No,-
537,537,29,82,16,3,0.945,goals,No,-
538,538,7,46,22,1,9.412,goals,No,Olympic Debut
539,539,7,194,3,3,476.764,seconds,No,-
540,540,30,116,7,2,140.228,metres,No,-
541,541,9,193,6,2,348.292,seconds,No,Oldest medalist
542,542,34,218,26,1,92.919,points,No,Youngest competitor
543,543,18,110,25,1,5157.271,seconds,No,-
544,544,30,161,22,3,6493.703,seconds,No,Record broken next day
545,545,9,127,15,1,288.164,points,No,Youngest competitor
546,546,5,124,21,3,574.999,seconds,No,Record broken next day
547,547,5,193,20,1,301.239,seconds,No,-
548,548,18,47,7,1,555.875,seconds,No,-
549,549,16,188,22,1,4827.427,seconds,No,Youngest competitor
550,550,38,36,9,1,115.778,seconds,No,-
551,551,4,111,4,4,233.776,points,No,Weather-affected
552,552,29,58,22,1,8.549,points,No,-
553,553,6,212,17,1,2.418,points,No,-
554,554,28,219,21,1,126.83,seconds,No,-
555,555,5,187,20,1,538.424,points,No,Withdrew - injury
556,556,19,27,26,2,9.166,points,No,Final Appearance
557,557,25,213,7,1,146.781,seconds,Olympic Record,-
558,558,18,79,7,1,7.811,points,No,Comeback after injury
559,559,4,126,3,2,6.032,touches,No,First from country
560,560,16,21,8,1,2.373,points,No,Oldest medalist
561,561,31,80,24,1,4166.645,seconds,No,-
562,562,1,220,19,3,588.884,seconds,No,-
563,563,12,3,8,1,3.985,sets,No,-
564,564,37,60,13,1,346.002,seconds,No,Oldest medalist
565,565,28,102,13,1,173.277,seconds,No,Comeback after injury
566,566,10,46,28,1,9.748,goals,No,Weather-affected
567,567,23,35,25,1,145.23,seconds,No,Weather-affected
568,568,19,134,6,1,123.002,seconds,No,First from country
569,569,21,35,6,1,131.096,seconds,No,Weather-affected
570,570,10,10,25,1,1.044,points,No,-
571,571,32,36,16,1,173.936,seconds,No,-
572,572,17,133,22,1,2935.091,seconds,No,Comeback after injury
573,573,3,82,8,1,8.738,goals,No,National Record
574,574,10,181,15,1,8630.137,seconds,No,Photo-finish silver
575,575,38,11,2,2,117.036,seconds,No,National Record
576,576,21,145,13,1,2652.135,seconds,No,Weather-affected
577,577,5,174,22,1,4.872,points,No,Technical violation
578,578,31,65,18,3,263.4,seconds,No,-
579,579,14,181,20,1,10865.163,seconds,No,-
580,580,25,168,8,3,281.726,points,No,-
581,581,5,29,2,1,11.289,goals,No,-
582,582,19,119,20,4,13.316,points,No,-
583,583,25,221,1,1,486.443,seconds,No,-
584,584,22,63,26,1,52.777,seconds,No,-
585,585,22,58,9,1,5.208,points,No,Withdrew - injury
586,586,21,26,11,1,280.642,points,No,Youngest competitor
587,587,19,123,15,1,3615.301,seconds,No,-
588,588,5,110,26,1,6776.799,seconds,No,Oldest medalist
589,589,7,192,20,1,759.745,seconds,No,Final Appearance
590,590,25,168,11,4,298.517,points,World Record,Comeback after injury
591,591,10,68,14,3,13.274,points,Olympic Record,Comeback after injury
592,592,34,69,22,3,3467.868,seconds,No,Season Best
593,593,12,44,9,1,12.801,points,No,Record broken next day
594,594,19,222,9,1,376.804,points,No,Oldest medalist
595,595,2,85,18,1,117.441,metres,No,Withdrew - injury
596,596,13,32,17,1,2.191,ippon,No,Youngest competitor
597,597,33,223,18,1,6705.173,seconds,No,Photo-finish silver
598,598,4,29,21,1,3.484,goals,No,-
599,599,34,34,15,1,155.334,seconds,No,Photo-finish silver
600,600,2,36,7,2,151.647,seconds,No,Photo-finish silver
601,601,15,224,15,1,102.565,seconds,No,-
602,602,15,205,4,1,583.768,seconds,No,Withdrew - injury
603,603,25,225,5,1,13.272,points,No,-
604,604,1,226,6,3,208.351,points,No,Technical violation
605,605,25,227,26,1,10.274,points,No,Record broken next day
606,606,15,50,15,1,374.593,seconds,No,-
607,607,34,24,18,1,359.577,seconds,No,-
608,608,10,220,27,1,446.903,seconds,No,-
609,609,23,82,9,1,1.883,goals,No,-
610,610,1,97,16,1,461.705,points,No,-
611,611,27,76,2,1,1.117,goals,No,Equipment issue
612,612,31,153,22,1,83.282,seconds,No,Olympic Debut
613,613,15,147,8,1,1.825,touches,No,Weather-affected
614,614,33,228,11,1,2959.51,seconds,No,-
615,615,13,206,25,4,8.97,points,No,-
616,616,33,229,12,1,57.468,points,No,Withdrew - injury
617,617,28,230,7,1,535.016,seconds,No,Weather-affected
618,618,14,128,11,2,2.373,sets,No,Youngest competitor
619,619,15,231,25,3,2.774,touches,No,First from country
620,620,37,137,13,1,3371.097,seconds,Olympic Record,Oldest medalist
621,621,38,146,27,1,182.259,seconds,No,-
622,622,4,110,23,1,6850.415,seconds,No,-
623,623,27,3,7,1,187.203,seconds,No,-
624,624,1,28,18,1,5399.104,seconds,No,-
625,625,1,212,25,2,2.11,points,No,-
626,626,15,163,27,3,159.516,seconds,No,Oldest medalist
627,627,16,232,5,1,12.387,points,No,Olympic Debut
628,628,6,233,11,1,3.77,points,No,Withdrew - injury
629,629,16,29,23,1,6.594,goals,No,-
630,630,20,160,15,1,129.838,seconds,No,Withdrew - injury
631,631,26,159,8,1,10.563,points,World Record,Photo-finish silver
632,632,36,234,16,4,2441.859,seconds,No,Comeback after injury
633,633,8,143,13,1,3350.51,seconds,No,Withdrew - injury
634,634,6,29,11,1,4.613,goals,No,Withdrew - injury
635,635,3,219,28,2,155.346,seconds,No,First from country
636,636,15,29,27,1,0.403,goals,No,Technical violation
637,637,20,132,6,4,730.866,seconds,No,Weather-affected
638,638,38,23,7,1,305.244,points,No,Disqualified (false start)
639,639,33,102,13,1,337.316,seconds,No,Comeback after injury
640,640,23,153,14,1,87.191,seconds,No,-
641,641,34,58,6,3,1.259,points,No,Comeback after injury
642,642,24,200,15,1,121.14,metres,No,Comeback after injury
643,643,23,115,6,1,4.716,points,No,Youngest competitor
644,644,24,82,16,1,9.129,goals,No,-
645,645,16,21,28,3,8.112,ippon,No,Technical violation
646,646,1,140,24,1,260.577,points,No,Oldest medalist
647,647,7,44,6,1,34.92,points,No,Weather-affected
648,648,17,118,19,1,151.284,seconds,No,First from country
649,649,5,176,28,1,436.657,seconds,No,-
650,650,28,24,28,2,225.807,seconds,No,First from country
651,651,34,116,7,1,124.484,metres,No,-
652,652,11,3,12,4,253.968,points,No,-
653,653,2,36,20,1,177.959,seconds,No,First from country
654,654,19,13,16,1,414.082,kg,No,Season Best
655,655,30,235,28,1,881.855,seconds,No,Record broken next day
656,656,7,105,6,1,396.463,kg,No,Personal Best
657,657,13,140,15,1,276.447,points,No,-
658,658,1,140,13,1,275.228,points,No,Comeback after injury
659,659,8,23,28,3,259.555,points,No,-
660,660,15,128,2,1,3.537,sets,No,-
661,661,19,233,16,1,3.392,points,No,Withdrew - injury
662,662,13,236,20,1,406.506,kg,No,Olympic Debut
663,663,3,31,26,1,202.707,seconds,No,Personal Best
664,664,19,73,28,1,346.562,seconds,No,Disqualified (false start)
665,665,24,43,6,1,54.892,points,No,-
666,666,15,237,18,1,10.149,touches,No,-
667,667,14,28,21,1,3621.556,seconds,No,Youngest competitor
668,668,29,172,10,4,5088.903,seconds,No,Withdrew - injury
669,669,17,40,4,1,62.439,seconds,Olympic Record,Equipment issue
670,670,17,214,18,1,294.657,seconds,No,-
671,671,9,101,12,1,325.01,seconds,No,-
672,672,16,189,4,1,579.492,seconds,No,-
673,673,31,238,18,1,94.683,points,No,-
674,674,26,3,7,1,48.966,seconds,No,Personal Best
675,675,15,91,11,1,246.054,points,No,Season Best
676,676,9,46,28,1,13.165,goals,No,First from country
677,677,7,192,27,4,564.027,seconds,No,Withdrew - injury
678,678,7,194,11,1,451.207,seconds,No,Olympic Debut
679,679,20,239,22,1,1395.512,seconds,No,Personal Best
680,680,9,46,19,1,2.62,goals,No,-
681,681,15,151,11,1,8.999,ippon,Olympic Record,Final Appearance
682,682,32,116,25,1,88.736,metres,No,Personal Best
683,683,7,240,12,1,12.276,touches,No,National Record
684,684,4,212,18,1,3.309,points,No,Final Appearance
685,685,34,7,20,1,203.948,seconds,World Record,Photo-finish silver
686,686,27,210,2,1,7291.848,seconds,No,Oldest medalist
687,687,25,21,19,1,1.481,points,No,Comeback after injury
688,688,7,241,9,4,12.204,touches,No,-
689,689,15,104,13,1,28.722,points,No,Youngest competitor
690,690,17,153,9,4,164.218,seconds,No,First from country
691,691,25,104,19,1,21.808,points,No,-
692,692,19,4,18,1,5918.136,seconds,No,-
693,693,26,242,20,4,1930.844,seconds,No,-
694,694,34,190,22,1,156.391,seconds,No,Photo-finish silver
695,695,10,140,18,1,274.538,points,No,Technical violation
696,696,37,64,28,1,58.762,seconds,No,Weather-affected
697,697,24,32,18,1,128.146,metres,No,Disqualified (false start)
698,698,3,229,1,2,67.221,points,No,Photo-finish silver
699,699,36,243,14,4,1907.784,seconds,No,-
700,700,26,82,12,1,0.489,goals,No,Equipment issue
701,701,7,192,3,2,543.387,seconds,No,Youngest competitor
702,702,18,151,1,1,3.881,ippon,No,Final Appearance
703,703,23,136,22,2,224.578,seconds,No,Youngest competitor
704,704,6,70,20,3,384.716,kg,No,Youngest competitor
705,705,12,29,21,4,12.941,goals,No,-
706,706,37,112,17,1,3086.342,seconds,No,-
707,707,34,78,25,4,190.795,points,No,National Record
708,708,17,244,10,3,2119.091,seconds,No,-
709,709,3,117,26,2,574.32,seconds,No,Personal Best
710,710,13,165,12,1,16.14,points,No,-
711,711,17,23,1,4,295.963,points,No,-
712,712,18,139,17,1,2.172,points,No,Youngest competitor
713,713,3,26,16,1,166.054,points,No,-
714,714,25,215,3,1,4.337,ippon,No,Olympic Debut
715,715,21,159,24,1,3.644,points,No,Record broken next day
716,716,12,215,7,1,9.224,ippon,No,Youngest competitor
717,717,30,140,27,3,138.644,metres,No,-
718,718,21,118,20,1,116.312,seconds,No,Photo-finish silver
719,719,5,10,3,1,3.652,points,No,Withdrew - injury
720,720,32,245,4,1,148.202,seconds,No,-
721,721,24,11,4,2,166.769,seconds,No,Comeback after injury
722,722,6,158,22,1,15.708,points,No,-
723,723,31,78,27,1,175.993,points,No,First from country
724,724,13,16,8,1,570.359,seconds,No,Oldest medalist
725,725,17,11,23,1,188.027,seconds,No,Oldest medalist
726,726,20,32,26,1,140.913,metres,No,Personal Best
727,727,12,51,4,1,164.361,points,No,-
728,728,25,246,24,1,14.805,points,No,Oldest medalist
729,729,36,35,9,4,197.462,seconds,No,Olympic Debut
730,730,13,44,12,1,5.794,points,No,-
731,731,36,239,20,1,3289.2,seconds,No,Personal Best
732,732,21,32,18,1,101.939,metres,No,-
733,733,38,159,4,1,8.391,points,No,Comeback after injury
734,734,34,130,18,1,47.479,seconds,No,Olympic Debut
735,735,5,187,25,1,587.976,points,No,Record broken next day
736,736,10,212,3,2,2.548,points,No,Photo-finish silver
737,737,4,20,3,1,5.391,sets,No,-
738,738,4,175,13,4,557.872,seconds,No,Personal Best
739,739,16,16,23,1,134.998,seconds,No,-
740,740,10,135,26,1,371.803,kg,No,Record broken next day
741,741,17,82,27,1,9.497,goals,No,Final Appearance
742,742,14,215,8,3,6.461,ippon,No,Disqualified (false start)
743,743,38,247,6,1,78.418,points,No,-
744,744,35,3,4,1,152.619,seconds,No,-
745,745,26,153,17,1,95.646,seconds,No,Final Appearance
746,746,3,24,4,1,155.14,seconds,No,Comeback after injury
747,747,11,35,10,1,169.425,seconds,No,First from country
748,748,23,20,14,3,143.135,seconds,No,Oldest medalist
749,749,22,60,24,4,230.058,seconds,No,-
750,750,11,26,1,1,242.108,points,No,Final Appearance
751,751,3,94,13,2,72.161,points,No,Youngest competitor
752,752,23,76,11,4,9.102,goals,No,Final Appearance
753,753,36,64,1,1,278.089,seconds,World Record,National Record
754,754,28,248,15,1,389.896,seconds,No,First from country
755,755,25,249,16,1,408.034,seconds,No,Weather-affected
756,756,13,203,16,1,244.639,points,No,First from country
757,757,17,60,7,1,353.579,seconds,No,Weather-affected
758,758,30,11,19,1,54.719,seconds,No,Equipment issue
759,759,27,115,5,1,9.046,points,No,First from country
760,760,24,26,3,1,270.824,points,No,Technical violation
761,761,24,42,2,1,221.15,seconds,No,Final Appearance
762,762,39,24,19,1,103.095,seconds,No,Record broken next day
763,763,29,67,24,1,8798.503,seconds,No,-
764,764,3,82,24,1,5.87,goals,No,Comeback after injury
765,765,28,82,20,4,11.631,goals,No,Final Appearance
766,766,4,201,5,1,419.68,kg,No,Equipment issue
767,767,22,36,12,1,169.962,seconds,No,Photo-finish silver
768,768,7,158,5,1,16.332,points,No,Photo-finish silver
769,769,9,120,28,1,320.111,seconds,No,Personal Best
770,770,10,46,6,1,7.366,goals,No,Disqualified (false start)
771,771,16,246,21,4,16.074,points,No,Weather-affected
772,772,14,72,1,4,4.87,ippon,No,Comeback after injury
773,773,12,10,7,3,4.711,points,No,Disqualified (false start)
774,774,10,55,1,3,2.326,points,No,First from country
775,775,15,250,28,3,147.418,seconds,No,Disqualified (false start)
776,776,11,20,21,1,190.562,points,No,Youngest competitor
777,777,18,158,25,1,13.829,points,No,Disqualified (false start)
778,778,10,251,4,3,477.558,points,No,Weather-affected
779,779,31,118,5,1,248.14,seconds,No,Equipment issue
780,780,13,4,12,1,4602.859,seconds,No,Withdrew - injury
781,781,19,29,27,4,11.849,goals,No,-
782,782,20,100,15,2,50.147,points,No,Photo-finish silver
783,783,11,115,10,1,2.992,points,No,Season Best
784,784,18,246,6,1,16.396,points,No,Youngest competitor
785,785,14,109,16,1,584.066,points,No,-
786,786,19,4,14,1,4772.278,seconds,No,First from country
787,787,27,31,10,2,217.307,seconds,No,-
788,788,36,33,9,1,2003.112,seconds,No,First from country
789,789,24,153,15,1,82.741,seconds,No,Photo-finish silver
790,790,6,104,6,2,28.3,points,No,Final Appearance
791,791,26,86,3,1,83.909,seconds,No,-
792,792,5,107,24,1,190.128,kg,No,Personal Best
793,793,28,63,14,1,331.933,seconds,No,Season Best
794,794,12,98,18,1,381.425,kg,No,Equipment issue
795,795,21,2,8,1,92.916,metres,World Record,-
796,796,7,17,8,1,40.295,points,No,Season Best
797,797,6,251,11,1,416.988,points,No,Photo-finish silver
798,798,15,70,4,1,259.943,kg,No,-
799,799,20,115,24,1,1.74,points,No,First from country
800,800,38,137,8,2,1827.886,seconds,No,Final Appearance
801,801,11,20,10,1,65.364,seconds,No,Record broken next day
802,802,8,132,6,1,323.425,seconds,No,Photo-finish silver
803,803,32,82,22,1,4.952,goals,No,Record broken next day
804,804,5,157,6,1,5.673,touches,No,Technical violation
805,805,8,94,10,1,53.73,points,No,-
806,806,6,252,24,1,116.046,seconds,No,-
807,807,38,228,14,1,1101.715,seconds,No,-
808,808,18,105,27,2,267.688,kg,No,-
809,809,17,153,19,1,56.93,seconds,No,Olympic Debut
810,810,33,11,25,1,184.149,seconds,No,Season Best
811,811,21,234,16,1,512.736,seconds,No,-
812,812,38,219,8,1,185.911,seconds,No,Season Best
813,813,25,253,13,1,223.466,seconds,No,First from country
814,814,12,178,26,3,3.373,sets,No,-
815,815,13,168,21,1,254.339,points,World Record,National Record
816,816,9,28,17,1,4040.312,seconds,No,-
817,817,21,33,3,1,2314.266,seconds,No,-
818,818,15,27,27,3,23.961,points,No,Olympic Debut
819,819,36,36,14,1,229.429,seconds,No,National Record
820,820,6,236,17,1,412.546,kg,No,Withdrew - injury
821,821,14,99,23,1,16.323,points,World Record,Personal Best
822,822,29,160,10,1,160.776,seconds,No,-
823,823,2,60,13,1,351.165,seconds,No,Comeback after injury
824,824,7,70,28,1,398.8,kg,No,Disqualified (false start)
825,825,10,254,8,1,154.481,points,No,National Record
826,826,26,62,25,1,1580.42,seconds,No,-
827,827,25,212,24,1,3.307,points,No,Withdrew - injury
828,828,11,94,14,1,76.025,points,No,Olympic Debut
829,829,26,48,12,1,128.417,metres,No,First from country
830,830,14,46,11,1,10.865,goals,No,Comeback after injury
831,831,34,245,27,1,156.936,seconds,No,Season Best
832,832,4,255,25,1,8820.01,seconds,No,Technical violation
833,833,27,11,19,1,153.935,seconds,No,Olympic Debut
834,834,4,110,2,1,4528.318,seconds,No,-
835,835,25,149,10,1,7.877,ippon,No,Equipment issue
836,836,25,3,1,1,3.154,sets,No,National Record
837,837,10,149,7,1,2.484,points,Olympic Record,-
838,838,22,200,7,2,122.724,metres,No,Photo-finish silver
839,839,19,49,25,1,168.072,points,No,-
840,840,25,184,28,4,232.862,seconds,No,-
841,841,15,226,18,1,248.219,points,No,Disqualified (false start)
842,842,5,226,26,1,208.613,points,No,Youngest competitor
843,843,10,122,9,4,7.251,ippon,No,-
844,844,9,205,4,3,417.959,seconds,No,-
845,845,16,25,2,1,1.643,points,No,National Record
846,846,17,7,1,1,282.038,seconds,No,Withdrew - injury
847,847,22,153,2,1,70.487,seconds,No,Photo-finish silver
848,848,7,12,9,1,1.039,points,No,First from country
849,849,29,69,6,1,3420.662,seconds,Olympic Record,Disqualified (false start)
850,850,39,3,13,1,321.559,points,No,Disqualified (false start)
851,851,5,46,9,1,8.212,goals,No,-
852,852,12,3,12,1,3.609,sets,No,-
853,853,12,157,17,1,7.468,touches,Olympic Record,Weather-affected
854,854,21,23,20,1,281.264,points,No,First from country
855,855,12,126,26,1,5.642,touches,No,-
856,856,25,255,17,4,4763.778,seconds,No,-
857,857,19,140,25,1,269.555,points,No,Record broken next day
858,858,1,140,24,1,240.64,points,No,Personal Best
859,859,10,163,14,1,705.776,seconds,No,Olympic Debut
860,860,24,2,19,1,102.292,metres,Olympic Record,Youngest competitor
861,861,6,3,6,1,4.477,sets,No,Final Appearance
862,862,39,140,21,1,107.724,metres,No,Withdrew - injury
863,863,9,181,23,1,3322.038,seconds,No,Season Best
864,864,28,219,9,1,161.949,seconds,Olympic Record,Weather-affected
865,865,19,256,28,1,188.015,seconds,No,-
866,866,17,217,27,1,1091.351,seconds,No,First from country
867,867,35,140,6,2,89.551,metres,No,Personal Best
868,868,31,257,2,1,294.354,seconds,Olympic Record,Photo-finish silver
869,869,12,71,25,1,31.502,points,No,Technical violation
870,870,25,29,18,1,11.761,goals,No,Comeback after injury
871,871,12,41,19,1,31.88,points,No,Withdrew - injury
872,872,37,258,7,2,128.38,seconds,No,Personal Best
873,873,34,259,13,1,57.741,seconds,Olympic Record,Season Best
874,874,5,4,25,1,3791.137,seconds,No,Equipment issue
875,875,1,4,7,1,4094.109,seconds,No,-
876,876,4,74,3,1,3.365,points,No,Withdrew - injury
877,877,2,115,27,1,3.254,points,No,-
878,878,5,90,3,4,2.38,points,No,Oldest medalist
879,879,13,70,6,1,416.111,kg,No,Season Best
880,880,7,87,24,1,282.294,points,No,-
881,881,5,151,28,1,8.403,ippon,No,-
882,882,9,32,17,1,5.082,ippon,No,Photo-finish silver
883,883,13,87,12,2,597.253,points,No,Comeback after injury
884,884,19,260,21,3,142.179,seconds,No,-
885,885,14,110,11,1,4732.922,seconds,No,-
886,886,11,261,2,1,222.403,seconds,No,-
887,887,1,72,20,1,6.171,ippon,No,-
888,888,18,17,1,1,36.696,points,No,Equipment issue
889,889,25,193,23,1,751.898,seconds,No,Equipment issue
890,890,6,120,24,1,521.839,seconds,No,Technical violation
891,891,9,30,17,4,1.838,sets,No,-
892,892,18,168,11,4,271.136,points,No,-
893,893,24,7,4,4,139.723,seconds,No,-
894,894,16,187,3,1,310.728,points,No,Youngest competitor
895,895,39,35,26,1,53.349,seconds,No,First from country
896,896,4,176,4,1,456.526,seconds,No,-
897,897,34,219,15,1,197.439,seconds,No,-
898,898,39,242,11,1,3567.849,seconds,Olympic Record,Personal Best
899,899,1,246,21,1,12.025,points,No,-
900,900,25,262,11,1,203.969,points,No,-
901,901,12,127,2,2,288.323,points,No,Olympic Debut
902,902,14,29,2,1,7.343,goals,No,Oldest medalist
903,903,24,202,19,4,5124.066,seconds,No,First from country
904,904,18,44,28,1,12.266,points,No,-
905,905,21,35,16,1,134.165,seconds,No,Youngest competitor
906,906,5,104,2,1,11.113,points,No,Withdrew - injury
907,907,11,24,15,1,260.589,seconds,No,-
